user_id,ratio,numberRecommendationUserHas,numberGamesUserHasInTest
14417857,0,3,9
35935953,1,2,2
55426012,0,3,48
94269421,0,1,19
35729292,0,2,10
34177747,0,2,38
27169419,0,2,9
202376797,0,0,2
139695479,0,1,6
227777777,0,0,3
142388676,1,1,1
35192186,0,0,4
249735744,0,0,3
147602462,0,2,20
118852041,0,4,32
54507379,0,0,9
169054646,0,1,2
26333936,0,1,2
18697313,0,1,2
44545959,0,2,26
106259770,0,0,8
54310644,0,3,25
99374297,0,0,8
31887973,0,0,3
253773352,0,0,1
17017968,0,1,3
17530772,0,3,66
68685708,0,1,3
66229356,0,0,2
218164433,0,0,1
110226344,0,0,1
254935843,0,0,3
23492094,0,0,17
62858973,0,0,2
231042734,0,2,4
146809006,0,0,3
7418489,0,0,2
37723786,0,0,16
69856757,0,0,14
86733992,0,2,9
157080495,0,0,5
10162301,0,2,7
10385370,0,0,4
86738567,0,0,10
183983684,0,0,2
83928705,0,0,4
122658341,0,1,4
123325040,0,3,6
207036748,0,0,3
185075395,0,0,19
48666962,0,1,6
48028873,0,0,35
65315657,0,0,7
159428605,0,0,11
80189887,0,1,23
95531306,0,0,7
285882402,0,0,1
107567915,0,0,11
63441290,0,1,24
76585538,0,0,2
44472980,0,1,43
47457723,0,1,102
102454403,0,1,4
11970504,0,3,23
140854798,0,1,4
59205262,0,0,4
197288410,0,0,1
244266460,0,0,1
173859218,0,3,7
175447188,0,0,8
49845280,0,0,2
282052972,0,1,2
124437057,0,1,18
24632218,0,5,48
110906645,0,3,11
142775542,0,0,6
81439192,0,0,34
5217749,0,1,4
95059220,0,0,2
87040683,0,1,4
159524722,0,0,4
53898495,0,1,30
213523850,0,0,2
64023574,0,1,18
32467994,0,0,14
213610494,0,0,4
44370809,0,0,6
74157312,1,1,1
176261926,0,0,2
94299484,0,1,10
155673786,0,3,44
294620986,0,3,4
72978546,0,0,24
76451157,0,1,25
12985315,0,1,3
289540058,0,0,1
24555705,0,0,1
14671378,0,2,7
1936551,0,0,26
124739366,0,0,1
127072755,0,1,15
83849502,0,1,31
64973908,0,0,24
45617627,0,0,36
65342306,0,1,13
6144819,0,0,5
15196746,0,1,24
136037775,0,0,1
37827989,0,2,7
192503967,0,1,7
134839311,0,2,5
46951849,0,1,6
190191843,0,1,8
208162306,0,0,1
81170946,0,4,29
308440565,0,0,1
165216496,0,3,12
1665511,0,0,1
71603645,0,0,2
129117376,0,2,29
56957512,0,0,1
50801801,0,0,10
24011187,0,0,9
249623287,0,1,2
122094388,0,1,19
16084897,0,3,31
13646256,0,0,6
28424408,1,1,1
70408902,0,2,51
187463594,0,1,31
92940732,1,3,3
46759859,0,1,2
99264709,0,2,36
170485590,0,1,17
244491524,0,0,1
42198457,0,0,5
554278,0,3,8
80511960,0,2,14
224070533,0,0,10
9544834,0,0,4
86499586,0,1,6
16645459,0,2,54
197904909,0,1,28
168163793,0,0,23
151256632,0,0,2
243572743,0,0,2
73564778,0,2,17
212426459,0,1,5
222938490,0,0,1
20683035,0,1,3
63702300,0,2,5
113544961,0,1,5
201280043,0,0,2
16081636,0,3,7
161623464,0,1,5
205285563,0,1,14
59825286,0,0,84
186040249,0,2,8
34442062,0,1,5
56497895,1,1,1
188180021,0,0,1
87341384,0,3,17
130764464,0,0,2
108114779,0,2,5
96588736,0,2,16
127261069,0,0,1
46637811,0,2,25
88525821,0,1,23
101596530,0,0,14
256645945,0,0,4
152078939,0,3,17
174522735,0,0,3
163432200,0,3,14
104870123,0,2,11
86635197,0,0,1
47384303,0,1,33
279218570,1,1,1
246439849,0,0,17
25096601,0,0,17
44010163,0,1,3
119619506,0,1,20
127117386,0,0,5
26808868,0,2,16
65117175,0,2,22
229334262,0,0,1
217368291,0,0,2
39082468,0,1,14
97298878,0,2,10
199307633,0,0,2
33013552,0,2,116
258785172,0,0,1
86055705,0,1,54
8865447,0,0,2
36502549,0,5,11
23717586,0,2,24
170095814,0,0,6
175001491,0,3,15
124878949,0,3,5
184508601,0,1,5
174633348,0,2,9
165065938,0,0,3
85395339,0,0,1
224754050,0,2,7
170460109,0,2,7
27770064,0,0,3
96556535,0,2,8
205466848,0,0,1
144845684,0,1,4
244290943,0,0,3
170068207,0,0,10
119239620,0,1,20
155919035,0,0,32
181453879,0,0,6
27403206,0,2,23
227863185,0,0,6
170591712,0,1,5
105782521,0,1,11
113423671,0,0,2
65420540,0,0,3
126877285,0,0,2
64369759,0,5,21
118971362,0,0,15
114617787,0,0,11
89226643,0,2,5
145710414,0,0,1
68224834,0,0,1
218908889,0,0,1
26090223,0,2,3
145243748,0,0,4
136668535,0,0,1
163896673,0,0,3
120271188,0,0,1
185079540,0,1,11
274261412,0,1,2
135147743,0,1,7
255010251,0,0,7
268551184,0,0,1
63276972,0,0,4
82352462,0,1,20
109598076,0,0,1
214619754,0,0,1
53875128,0,2,81
149424772,0,0,1
51905751,1,1,1
124443679,0,0,9
7203603,0,2,7
115167911,0,1,9
258530685,0,0,3
4834220,0,0,7
83746733,0,0,5
76420334,0,1,8
216361717,0,0,2
290367158,0,0,2
185271773,0,0,1
168053527,0,2,7
186323628,1,1,1
230031062,0,0,2
128236624,0,1,2
136791084,0,0,3
79869158,0,0,1
237789323,0,0,2
67729331,0,0,16
65350586,0,2,10
80779496,0,0,33
41559627,0,4,25
10302000,0,0,4
112849197,0,2,6
217276487,1,1,1
60706503,0,1,10
117663927,1,1,1
210903599,0,0,1
126388107,0,0,3
23225650,0,1,23
102270213,0,0,4
60611062,0,1,30
80363319,0,0,10
127058155,0,0,1
131912265,1,1,1
23337959,0,0,3
9180659,0,2,11
156565178,0,1,28
204443543,0,0,1
302394761,0,0,1
182851135,0,2,7
146999982,0,0,2
37092665,0,0,1
163712958,0,2,11
211544205,0,1,8
7736384,0,0,2
119909634,0,1,6
238700575,0,2,3
114924461,0,1,6
264438536,0,1,5
146517796,0,0,2
114080968,1,1,1
250843033,0,0,1
20200395,0,0,12
49624770,0,1,16
120523185,0,4,14
175554658,0,0,1
181850506,0,0,2
108007732,0,2,21
143235127,0,2,5
156675178,0,3,19
179077731,0,1,5
65716118,0,2,5
112845094,0,1,6
43360645,0,2,31
103371488,0,1,13
171512034,0,0,1
130369238,0,1,4
48239695,1,1,1
32125590,0,0,3
11978743,0,1,37
184250682,0,0,1
37435998,0,0,4
86041729,0,6,39
80128229,0,0,31
186305384,0,0,1
175849081,0,0,1
280955228,0,0,1
251920440,0,0,1
96269099,0,0,1
36439985,0,2,5
65064340,0,1,14
47524459,0,0,3
39028341,0,1,2
50700418,0,2,18
100818860,0,1,3
55334302,0,0,1
40997928,1,1,1
57500988,0,0,3
3979930,0,0,6
94610298,0,0,1
46301758,0,0,9
60744461,0,0,4
12897088,1,1,1
86912006,0,1,68
82203951,0,0,7
52435421,0,1,2
177050329,0,0,5
198083088,1,1,1
182399789,0,2,17
123904490,0,0,3
59790700,0,2,11
2083767,0,0,15
133422169,0,1,12
66255019,0,1,18
186673066,0,0,6
225655173,0,0,1
37708732,0,0,1
125589748,0,0,3
170570863,0,0,1
212302055,0,0,2
231060378,0,2,3
81746734,0,5,10
99083518,0,1,6
85366890,0,3,19
188949150,0,2,11
8259307,0,0,19
176103650,0,0,5
200673341,0,2,16
178761785,0,0,1
102921672,0,0,8
118838369,0,0,5
43908860,0,2,4
112944877,1,1,1
269759752,1,1,1
95924900,0,0,3
66615366,0,3,12
189123038,0,0,1
216002631,0,0,1
102825821,0,1,36
835015,0,0,1
64137709,0,0,1
11373749,0,3,83
260538236,0,0,2
83681553,0,0,5
167815968,0,0,10
7955670,0,3,9
88035166,0,0,38
54637394,0,1,30
84883272,0,1,5
211454678,0,0,12
216088282,0,0,26
110546460,0,0,3
212915541,0,2,3
162076421,0,0,7
26027937,0,1,5
57271785,0,3,4
118792304,0,0,2
46607365,0,0,2
117345810,0,0,16
19085114,0,1,19
295480706,0,0,1
182825830,0,0,1
94110492,0,0,17
136246724,0,0,1
152497084,0,0,7
44866715,0,4,20
161772384,0,1,9
126522515,0,2,7
122444332,0,0,4
24858005,0,1,2
123101539,0,0,13
46030552,0,0,5
80098179,0,1,4
66592754,0,0,1
85497862,0,1,15
51557405,0,3,59
201680419,0,0,1
82174211,0,0,7
180901075,0,1,23
63615483,0,1,21
99713453,0,0,2
153956921,0,0,19
161659407,0,0,7
209450381,0,0,3
199816966,0,1,2
179936723,0,0,3
29302014,0,1,3
242242432,0,2,5
89691468,0,3,11
207424334,0,0,2
248356320,0,0,1
194641575,0,0,3
253421464,1,2,2
125682446,0,1,4
51382080,0,1,3
30061970,0,0,10
142793906,0,0,12
103890656,1,1,1
197579025,0,1,5
88544184,0,0,2
165071607,0,0,1
181070203,0,0,2
50095094,0,1,2
128207897,0,3,13
113752996,0,5,33
50744279,0,0,18
174923254,0,3,12
88883891,0,0,7
185130561,0,0,2
202863512,0,0,1
142414329,0,0,1
33457161,0,0,1
206908028,0,0,9
188421568,0,0,1
222042345,0,0,3
287943546,0,0,1
5270060,0,0,5
154230933,0,2,44
242112520,0,0,3
130678525,0,0,1
142650116,0,0,2
129371925,1,1,1
86182317,0,0,10
270228556,0,0,1
14216099,0,0,4
292168490,0,0,1
221952355,0,0,1
179708074,0,0,1
207830797,0,1,13
153148942,0,1,9
240981203,0,0,1
136253839,0,0,1
72989129,0,4,14
102016550,0,0,7
91883012,0,0,2
154145611,0,0,3
43955374,0,1,28
146007471,0,2,9
143157943,0,1,3
261336456,0,3,5
104707698,0,0,1
140825164,0,0,6
174002551,0,0,6
92393218,0,1,16
1612666,0,1,7
242937979,0,1,9
92612763,0,0,17
108950666,0,0,11
7987640,0,0,1
222180483,0,1,4
287973020,0,0,2
232517422,0,0,1
256991827,0,0,1
67083031,0,1,5
190296880,0,0,2
48984158,0,0,22
65909415,0,1,10
49767455,0,2,9
245859173,0,1,6
70398582,0,0,6
100630947,0,1,3
213720494,0,2,10
186642906,0,1,6
209985078,0,1,2
168031436,0,0,10
20566124,0,2,3
190310322,0,0,1
106806146,0,1,6
158481852,0,0,1
277541086,0,1,4
122492047,0,0,1
59925638,0,2,23
107307955,0,0,2
179347474,0,1,5
293303005,0,0,1
129659946,0,0,1
96144791,1,1,1
109207860,0,1,4
52203520,0,0,3
154956362,0,0,1
258478416,0,0,1
121360145,0,0,1
12259303,0,0,6
191937970,1,1,1
209772097,0,0,7
124725852,0,1,28
135400225,0,2,43
164761364,0,1,4
15305418,0,0,14
159114904,0,0,9
249520540,0,0,1
147859903,0,0,13
62878249,0,4,26
111754806,0,1,28
176223416,0,0,3
61506388,0,0,22
66939289,1,1,1
283922576,0,2,3
163972488,0,1,6
168641975,0,0,4
187755082,0,0,2
178003047,0,2,3
48175931,0,0,8
44874005,0,1,11
231808839,0,0,1
150033540,0,0,12
61070572,0,2,12
42492910,1,2,2
11952990,0,1,16
76296787,0,0,9
158136791,0,1,7
263856756,0,0,2
153821154,0,1,10
165755355,0,0,13
183490713,0,2,3
303326013,0,0,2
242694628,0,1,2
163162333,0,1,9
112999066,0,0,1
191979928,0,0,17
155420511,0,1,5
94229851,0,1,4
251164636,0,0,9
165645559,0,0,1
201757829,0,1,7
62097332,0,2,5
147879598,0,0,3
285600472,0,1,3
208464394,0,0,1
264500948,0,2,5
237044358,0,1,2
62633395,0,1,6
63990035,0,1,2
106834867,0,1,9
77136810,1,1,1
35264447,0,0,2
41719717,0,3,12
116085629,0,0,1
106980036,0,4,14
151481334,0,0,1
197302530,0,1,3
80351692,0,0,10
59115473,0,0,3
78551564,1,1,1
58297398,0,0,12
207869089,0,3,5
39322716,0,1,3
228649481,0,1,10
136135322,0,1,23
167874227,1,1,1
155772849,0,1,3
60608576,0,2,25
131386705,0,2,4
278247296,0,0,3
59157389,0,0,4
73726855,0,0,32
1950243,0,0,19
2753525,0,1,23
100813586,0,0,1
83625754,0,0,4
238285173,0,0,1
197949629,0,1,6
1601773,0,0,3
232082615,1,2,2
184885148,0,0,1
76032287,0,2,5
49063269,0,0,4
151600301,0,2,4
30115594,0,2,3
176318036,1,1,1
209023275,0,0,2
170141925,0,0,1
197652539,0,0,6
136998614,0,1,2
5860071,0,0,6
263993336,0,0,1
45532207,1,2,2
261067712,0,2,3
4812175,0,0,4
126843636,0,0,1
222701635,0,0,2
5990132,0,0,13
113729479,1,1,1
172470005,0,1,7
83420834,0,1,3
72538505,0,0,1
90104676,0,0,3
185825658,0,0,1
82071844,0,0,1
54092998,0,0,1
190466640,0,0,1
61806811,0,0,2
23672423,0,1,5
277253312,0,0,1
28229872,0,1,2
95181268,0,2,9
61632730,0,0,20
165240612,0,0,2
197571337,0,1,2
62923086,0,0,1
64319625,0,1,9
191905471,0,0,1
125246281,1,2,2
186903958,0,0,2
106760673,0,4,12
154533830,0,0,6
93644606,0,2,11
80265154,1,2,2
62985928,0,0,5
151229648,0,1,14
102111851,0,0,2
94088853,0,1,9
198346312,0,1,5
135277795,0,0,1
74290096,0,0,1
163237086,0,0,2
82695118,0,0,1
198464515,0,0,2
111163130,0,0,7
15221799,0,0,11
71335402,0,1,6
167564834,0,0,1
55751308,0,1,7
296153709,0,0,1
138044624,0,1,2
72387826,0,0,6
279171078,0,1,2
29873979,0,1,9
118544165,0,0,1
167013261,0,0,11
59866729,1,1,1
193156880,0,2,12
19696244,0,3,27
140488802,0,0,1
159484357,0,2,9
110928152,0,0,1
132748085,0,4,20
219466905,0,4,28
114324869,0,0,12
46397411,0,0,2
210727350,0,1,4
228063098,0,0,1
15902605,0,1,2
101508611,0,0,1
105384518,0,1,20
161117453,1,1,1
74772820,0,0,12
180283418,0,1,4
71331921,0,1,11
40212239,0,1,53
64261708,0,1,3
159800136,0,0,41
285860790,0,0,4
181002117,0,1,9
168546873,0,0,1
162319690,0,0,3
191792074,0,1,3
173531795,0,0,1
28731346,0,0,2
196595568,0,0,8
237704278,0,1,2
175150816,0,0,2
58768356,0,0,8
273437868,0,0,11
204541576,0,1,3
23181958,0,0,1
221316926,0,0,2
143643478,0,2,17
160883669,0,1,9
73721802,0,0,9
207208914,0,0,2
119949344,0,1,2
88524965,0,0,1
41883322,0,1,6
91828380,0,1,2
161366228,0,3,14
120139965,0,3,9
125191585,0,0,1
24872208,0,0,2
13190476,0,1,26
182499490,0,2,12
11161178,0,1,36
234498398,0,1,2
19586574,0,0,3
138482130,0,0,5
87832209,0,0,10
55837871,0,0,1
117488479,0,0,7
58057627,0,1,14
39446138,0,1,4
106796307,0,2,15
150137344,0,2,4
154316707,0,0,1
141749157,0,0,1
28472068,0,0,27
135244036,0,1,16
107623882,1,2,2
202480747,0,0,2
114727578,0,2,23
91293844,0,1,7
80630217,0,1,9
214241787,0,0,1
165851788,0,1,3
60859695,0,1,46
194670621,0,2,11
186452037,0,0,1
92593907,0,1,26
198850929,0,0,4
60549077,0,0,3
256202715,0,0,1
281535206,0,1,5
12660489,0,0,3
207926270,1,1,1
15702351,0,0,2
197786337,0,0,1
58551955,1,1,1
111442295,0,0,6
203101149,0,0,3
72613527,0,2,5
92482012,0,0,3
56813714,1,1,1
71809133,0,0,1
101878879,0,2,16
84471496,0,0,4
202738708,0,0,2
17497581,0,0,7
82961224,0,1,2
8776918,0,0,8
301117259,0,0,1
161991221,0,0,15
82263745,0,0,31
65147980,0,0,4
59467141,1,2,2
285869008,0,0,6
178964139,0,0,8
683019,0,0,3
104032602,0,0,2
34124250,0,1,3
208020634,0,0,1
130051338,0,0,3
282923824,1,1,1
192170147,0,2,14
99704390,0,0,5
89803146,1,2,2
126074325,0,0,1
32847394,0,1,11
212078557,0,1,7
52811164,0,0,2
183382406,0,2,4
183619586,0,0,1
162319568,0,0,4
203838394,0,1,4
57603447,0,2,30
253813925,0,2,6
101695880,0,1,17
152328066,0,0,2
11207650,0,0,9
216158727,0,0,2
80494893,0,1,20
33788990,0,0,1
206696458,0,0,1
126200826,0,0,3
152956403,0,0,5
116515230,0,0,13
16919977,0,1,2
3001740,0,0,2
168985094,0,0,1
257702137,0,0,1
45030250,0,0,10
87734805,0,2,59
104830836,0,0,4
308760273,0,0,1
196059860,0,1,9
98463542,0,0,2
190861612,0,0,1
41566004,1,1,1
120514307,0,0,2
86481908,0,3,21
60210313,0,0,6
266799152,0,0,1
303252325,0,0,3
160928826,0,0,2
20464587,0,1,8
62654923,0,0,2
128925610,0,0,8
248076396,0,0,4
5250,0,0,4
93275329,0,0,17
165779930,0,1,5
198874354,0,0,1
136137921,0,2,8
61046224,0,1,3
34582304,1,4,4
255622304,0,0,2
105586920,0,1,4
115494980,0,0,1
57770056,0,2,26
86338111,0,1,9
44043970,0,0,1
121497634,0,3,9
185258131,0,0,8
95930936,0,0,4
39899978,0,3,8
74232403,0,0,2
28648610,0,3,5
216653925,0,0,1
192334796,0,0,3
201978799,0,0,2
7907686,0,3,28
128491811,0,0,1
215844562,0,0,2
176684532,0,0,1
160427210,0,0,2
73495968,0,2,22
229911,0,5,8
244495573,0,0,2
116494569,0,1,4
207009485,0,0,4
238311629,0,0,1
301733532,0,0,1
105243827,0,2,10
228919399,0,1,5
183315077,0,0,4
242065029,0,0,1
12130111,0,2,8
8784496,0,0,4
87886634,0,0,1
202742019,0,0,1
299153,0,0,4
184592379,1,1,1
194544287,0,0,1
69953893,0,0,3
84513749,0,1,16
143198617,1,1,1
206597662,0,0,1
250736247,1,1,1
108595389,0,0,11
79211079,0,2,8
37468189,0,0,1
35864169,0,1,14
25889289,0,0,2
96014467,0,0,8
191637518,0,0,1
195147702,1,1,1
136640372,0,0,1
58312813,1,1,1
131217195,0,0,1
229791471,0,0,1
149741997,0,0,1
68200610,0,1,2
128329207,0,0,1
189272257,0,0,2
132300630,0,4,25
102540721,0,0,1
59005471,0,2,10
9209946,0,2,4
127311699,0,2,12
60115727,0,0,1
298715051,0,0,3
258531019,0,1,4
108160472,0,4,9
302378981,0,0,2
3450426,0,0,1
218317467,0,0,19
59529444,0,4,7
83168693,0,0,1
118664413,0,0,3
91800733,0,1,3
283558096,0,0,1
68540434,0,0,2
72842694,0,2,30
201081230,0,0,2
136866564,0,1,4
87601770,0,0,3
147602451,1,1,1
215208719,0,1,9
90726321,0,1,2
10854426,0,1,2
162747179,0,0,1
206210282,0,0,3
25822628,0,0,2
81160212,0,0,21
253121356,0,0,2
159994178,0,2,5
208196373,0,0,1
75368808,0,2,10
163669475,0,0,7
7015471,0,3,5
159277759,0,0,1
13556140,0,0,6
111422562,0,0,7
78332414,0,1,6
11613587,0,1,2
58530556,0,0,4
55112407,1,2,2
215833301,1,1,1
95911580,0,0,3
39834113,0,0,4
201946795,0,0,1
36915181,0,1,2
182491331,0,0,2
102740003,0,0,1
23386002,0,1,2
15878832,0,1,3
187484302,0,0,3
101602586,0,0,11
183450002,0,1,6
272499996,0,0,4
240810001,0,0,1
13336286,1,1,1
81814849,1,1,1
102268574,0,2,7
137475392,0,0,1
92842809,0,0,1
183240449,0,0,1
156071982,0,1,10
205641661,0,0,3
85210874,0,0,4
7249363,0,0,2
81258000,0,1,3
2039434,0,1,5
74161385,0,0,3
112626210,0,0,19
124661390,0,0,1
189246258,0,0,1
237390911,0,0,1
189858084,0,2,14
202775025,0,0,1
161309693,0,0,1
101827664,0,0,1
136021775,0,1,6
288094442,0,0,3
173940259,0,2,4
231945021,0,0,1
100351493,0,0,5
285883244,0,0,3
44021324,0,0,4
168881981,0,0,3
95084569,0,1,5
103631407,0,0,2
124651043,0,0,3
99484728,1,1,1
3449240,0,2,21
62658713,0,0,1
131876863,0,2,6
268110072,0,1,6
1851828,0,0,3
1129452,0,1,4
237159970,0,1,4
131463112,0,1,10
39361297,0,1,19
91627755,0,0,2
73883045,1,1,1
134847173,0,0,1
86476768,0,1,4
249232725,0,0,11
43160799,0,0,9
216217925,0,0,3
157275758,0,0,5
184987922,0,1,3
